,Sub-Metric Code OR Sub-Activity Metric Code,Activity Metric Code,Sector Code,Industry Code,Disclosure Topic Code,Accounting Metric Code,Accounting Metric Category,Accounting Metric Unit of Measure,Sub-Metric Code,Sub-Metric Unit of Measure,variable,value
14193,TR-AL-110a.3a,,TR,TR-AL,TR-AL-110a,TR-AL-110a.3,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-AL-110a.3a,Gigajoules (GJ),ZAE000102026,657
14194,TR-AL-110a.3b,,TR,TR-AL,TR-AL-110a,TR-AL-110a.3,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-AL-110a.3b,Percentage (%),ZAE000102026,0.4
14195,TR-AL-110a.3c,,TR,TR-AL,TR-AL-110a,TR-AL-110a.3,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-AL-110a.3c,Percentage (%),ZAE000102026,0.11
14196,TR-AL-310a.1a,,TR,TR-AL,TR-AL-310a,TR-AL-310a.1,Quantitative,Percentage (%),TR-AL-310a.1a,Percentage (%),ZAE000102026,0.6
14197,TR-AL-310a.2a,,TR,TR-AL,TR-AL-310a,TR-AL-310a.2,Quantitative,"Number, Days idle",TR-AL-310a.2a,Number,ZAE000102026,213
14198,TR-AL-310a.2b,,TR,TR-AL,TR-AL-310a,TR-AL-310a.2,Quantitative,"Number, Days idle",TR-AL-310a.2b,Days idle,ZAE000102026,963
14199,TR-AL-310a.2c,,TR,TR-AL,TR-AL-310a,TR-AL-310a.2,Quantitative,"Number, Days idle",TR-AL-310a.2c,,ZAE000102026,TEXT
14200,TR-AL-520a.1a,,TR,TR-AL,TR-AL-520a,TR-AL-520a.1,Quantitative,Reporting currency,TR-AL-520a.1a,Reporting currency,ZAE000102026,299
14201,TR-AL-520a.1b,,TR,TR-AL,TR-AL-520a,TR-AL-520a.1,Quantitative,Reporting currency,TR-AL-520a.1b,,ZAE000102026,TEXT
14202,TR-AL-540a.1a,,TR,TR-AL,TR-AL-540a,TR-AL-540a.1,Discussion and Analysis,,TR-AL-540a.1a,,ZAE000102026,TEXT
14203,TR-AL-540a.2a,,TR,TR-AL,TR-AL-540a,TR-AL-540a.2,Quantitative,Number,TR-AL-540a.2a,Number,ZAE000102026,457
14204,TR-AL-540a.3a,,TR,TR-AL,TR-AL-540a,TR-AL-540a.3,Quantitative,Number,TR-AL-540a.3a,Number,ZAE000102026,48
14930,FB-AB-000.Aa,,FB,FB-AB,FB-AB-000.A,,Quantitative,Millions of hectoliters (Mhl),FB-AB-000.Aa,Millions of hectoliters,US8855732041,418
14931,FB-AB-000.Ba,,FB,FB-AB,FB-AB-000.B,,Quantitative,Number,FB-AB-000.Ba,Number,US8855732041,956
14932,FB-AB-000.Ca,,FB,FB-AB,FB-AB-000.C,,Quantitative,Miles,FB-AB-000.Ca,Miles,US8855732041,646
14933,FB-AB-130a.1a,,FB,FB-AB,FB-AB-130a,FB-AB-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",FB-AB-130a.1a,Gigajoules (GJ),US8855732041,825
14934,FB-AB-130a.1b,,FB,FB-AB,FB-AB-130a,FB-AB-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",FB-AB-130a.1b,Percentage (%),US8855732041,0.09
14935,FB-AB-130a.1c,,FB,FB-AB,FB-AB-130a,FB-AB-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",FB-AB-130a.1c,Percentage (%),US8855732041,0.55
14936,FB-AB-140a.1a,,FB,FB-AB,FB-AB-140a,FB-AB-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-AB-140a.1a,Thousand cubic meters (m³),US8855732041,663
14937,FB-AB-140a.1b,,FB,FB-AB,FB-AB-140a,FB-AB-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-AB-140a.1b,Thousand cubic meters (m³),US8855732041,358
14938,FB-AB-140a.1c,,FB,FB-AB,FB-AB-140a,FB-AB-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-AB-140a.1c,Percentage (%),US8855732041,0.59
14939,FB-AB-140a.1d,,FB,FB-AB,FB-AB-140a,FB-AB-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-AB-140a.1d,Percentage (%),US8855732041,0.51
14940,FB-AB-140a.2a,,FB,FB-AB,FB-AB-140a,FB-AB-140a.2,Discussion and Analysis,,FB-AB-140a.2a,,US8855732041,TEXT
14941,FB-AB-270a.1a,,FB,FB-AB,FB-AB-270a,FB-AB-270a.1,Quantitative,Percentage (%),FB-AB-270a.1a,Percentage (%),US8855732041,0.58
14942,FB-AB-270a.2a,,FB,FB-AB,FB-AB-270a,FB-AB-270a.2,Quantitative,Number,FB-AB-270a.2a,Number,US8855732041,918
14943,FB-AB-270a.2b,,FB,FB-AB,FB-AB-270a,FB-AB-270a.2,Quantitative,Number,FB-AB-270a.2b,,US8855732041,TEXT
14944,FB-AB-270a.3a,,FB,FB-AB,FB-AB-270a,FB-AB-270a.3,Quantitative,Reporting currency,FB-AB-270a.3a,Reporting currency,US8855732041,851
14945,FB-AB-270a.3b,,FB,FB-AB,FB-AB-270a,FB-AB-270a.3,Quantitative,Reporting currency,FB-AB-270a.3b,,US8855732041,TEXT
14946,FB-AB-270a.4a,,FB,FB-AB,FB-AB-270a,FB-AB-270a.4,Discussion and Analysis,,FB-AB-270a.4a,,US8855732041,TEXT
14947,FB-AB-410a.1a,,FB,FB-AB,FB-AB-410a,FB-AB-410a.1,Quantitative,"Metric tons (t), Percentage (%)",FB-AB-410a.1a,Metric tons (t),US8855732041,844
14948,FB-AB-410a.1b,,FB,FB-AB,FB-AB-410a,FB-AB-410a.1,Quantitative,"Metric tons (t), Percentage (%)",FB-AB-410a.1b,Percentage (%),US8855732041,0.86
14949,FB-AB-410a.1c,,FB,FB-AB,FB-AB-410a,FB-AB-410a.1,Quantitative,"Metric tons (t), Percentage (%)",FB-AB-410a.1c,Percentage (%),US8855732041,0.18
14950,FB-AB-410a.2a,,FB,FB-AB,FB-AB-410a,FB-AB-410a.2,Discussion and Analysis,,FB-AB-410a.2a,,US8855732041,TEXT
14951,FB-AB-430a.1a,,FB,FB-AB,FB-AB-430a,FB-AB-430a.1,Quantitative,Rate,FB-AB-430a.1a,Rate,US8855732041,241
14952,FB-AB-430a.1b,,FB,FB-AB,FB-AB-430a,FB-AB-430a.1,Quantitative,Rate,FB-AB-430a.1b,Rate,US8855732041,963
14953,FB-AB-430a.1c,,FB,FB-AB,FB-AB-430a,FB-AB-430a.1,Quantitative,Rate,FB-AB-430a.1c,Rate,US8855732041,694
14954,FB-AB-430a.1d,,FB,FB-AB,FB-AB-430a,FB-AB-430a.1,Quantitative,Rate,FB-AB-430a.1d,Rate,US8855732041,187
14955,FB-AB-440a.1a,,FB,FB-AB,FB-AB-440a,FB-AB-440a.1,Quantitative,Percentage (%) by cost,FB-AB-440a.1a,Percentage (%) by cost,US8855732041,0.67
14956,FB-AB-440a.2a,,FB,FB-AB,FB-AB-440a,FB-AB-440a.2,Discussion and Analysis,,FB-AB-440a.2a,,US8855732041,TEXT
17262,CG-AA-000.Aa,,CG,CG-AA,CG-AA-000.A,,Quantitative,Number,CG-AA-000.Aa,Number,BA100DECBRA1,951
17263,CG-AA-000.Ab,,CG,CG-AA,CG-AA-000.A,,Quantitative,Number,CG-AA-000.Ab,Number,BA100DECBRA1,424
17264,CG-AA-250a.1a,,CG,CG-AA,CG-AA-250a,CG-AA-250a.1,Discussion and Analysis,,CG-AA-250a.1a,,BA100DECBRA1,TEXT
17265,CG-AA-250a.2a,,CG,CG-AA,CG-AA-250a,CG-AA-250a.2,Discussion and Analysis,,CG-AA-250a.2a,,BA100DECBRA1,TEXT
17266,CG-AA-430a.1a,,CG,CG-AA,CG-AA-430a,CG-AA-430a.1,Quantitative,Percentage (%),CG-AA-430a.1a,Percentage (%),BA100DECBRA1,0.08
17267,CG-AA-430a.1b,,CG,CG-AA,CG-AA-430a,CG-AA-430a.1,Quantitative,Percentage (%),CG-AA-430a.1b,Percentage (%),BA100DECBRA1,0.94
17268,CG-AA-430a.1c,,CG,CG-AA,CG-AA-430a,CG-AA-430a.1,Quantitative,Percentage (%),CG-AA-430a.1c,,BA100DECBRA1,TEXT
17269,CG-AA-430a.2a,,CG,CG-AA,CG-AA-430a,CG-AA-430a.2,Quantitative,Percentage (%),CG-AA-430a.2a,Percentage (%),BA100DECBRA1,0.48
17270,CG-AA-430a.2b,,CG,CG-AA,CG-AA-430a,CG-AA-430a.2,Quantitative,Percentage (%),CG-AA-430a.2b,Percentage (%),BA100DECBRA1,0.36
17271,CG-AA-430b.1a,,CG,CG-AA,CG-AA-430b,CG-AA-430b.1,Quantitative,Percentage (%),CG-AA-430b.1a,Percentage (%),BA100DECBRA1,0.08
17272,CG-AA-430b.1b,,CG,CG-AA,CG-AA-430b,CG-AA-430b.1,Quantitative,Percentage (%),CG-AA-430b.1b,Percentage (%),BA100DECBRA1,0.86
17273,CG-AA-430b.1c,,CG,CG-AA,CG-AA-430b,CG-AA-430b.1,Quantitative,Percentage (%),CG-AA-430b.1c,Percentage (%),BA100DECBRA1,0.08
17274,CG-AA-430b.2a,,CG,CG-AA,CG-AA-430b,CG-AA-430b.2,Quantitative,Rate,CG-AA-430b.2a,Rate,BA100DECBRA1,368
17275,CG-AA-430b.2b,,CG,CG-AA,CG-AA-430b,CG-AA-430b.2,Quantitative,Rate,CG-AA-430b.2b,Rate,BA100DECBRA1,883
17276,CG-AA-430b.2c,,CG,CG-AA,CG-AA-430b,CG-AA-430b.2,Quantitative,Rate,CG-AA-430b.2c,,BA100DECBRA1,TEXT
17277,CG-AA-430b.3a,,CG,CG-AA,CG-AA-430b,CG-AA-430b.3,Discussion and Analysis,,CG-AA-430b.3a,,BA100DECBRA1,TEXT
17278,CG-AA-430b.3b,,CG,CG-AA,CG-AA-430b,CG-AA-430b.3,Discussion and Analysis,,CG-AA-430b.3b,,BA100DECBRA1,TEXT
17279,CG-AA-440a.1a,,CG,CG-AA,CG-AA-440a,CG-AA-440a.1,Discussion and Analysis,,CG-AA-440a.1a,,BA100DECBRA1,TEXT
17280,CG-AA-440a.2a,,CG,CG-AA,CG-AA-440a,CG-AA-440a.2,Quantitative,Percentage (%) by weight,CG-AA-440a.2a,Percentage (%) by weight,BA100DECBRA1,0.91
20158,CG-AM-000.Aa,,CG,CG-AM,CG-AM-000.A,,Quantitative,Number of units,CG-AM-000.Aa,Number of units,TH0342010Y15,910
20159,CG-AM-250a.1a,,CG,CG-AM,CG-AM-250a,CG-AM-250a.1,Quantitative,Number,CG-AM-250a.1a,Number,TH0342010Y15,349
20160,CG-AM-250a.1b,,CG,CG-AM,CG-AM-250a,CG-AM-250a.1,Quantitative,Number,CG-AM-250a.1b,Number,TH0342010Y15,302
20161,CG-AM-250a.1c,,CG,CG-AM,CG-AM-250a,CG-AM-250a.1,Quantitative,Number,CG-AM-250a.1c,,TH0342010Y15,TEXT
20162,CG-AM-250a.2a,,CG,CG-AM,CG-AM-250a,CG-AM-250a.2,Discussion and Analysis,,CG-AM-250a.2a,,TH0342010Y15,TEXT
20163,CG-AM-250a.3a,,CG,CG-AM,CG-AM-250a,CG-AM-250a.3,Quantitative,Reporting currency,CG-AM-250a.3a,Reporting currency,TH0342010Y15,231
20164,CG-AM-250a.3b,,CG,CG-AM,CG-AM-250a,CG-AM-250a.3,Quantitative,Reporting currency,CG-AM-250a.3b,,TH0342010Y15,TEXT
20165,CG-AM-410a.1a,,CG,CG-AM,CG-AM-410a,CG-AM-410a.1,Quantitative,Percentage (%) by revenue,CG-AM-410a.1a,Percentage (%) by revenue,TH0342010Y15,0.99
20166,CG-AM-410a.2a,,CG,CG-AM,CG-AM-410a,CG-AM-410a.2,Quantitative,Percentage (%) by revenue,CG-AM-410a.2a,Percentage (%) by revenue,TH0342010Y15,0.26
20167,CG-AM-410a.3a,,CG,CG-AM,CG-AM-410a,CG-AM-410a.3,Discussion and Analysis,,CG-AM-410a.3a,,TH0342010Y15,TEXT
23849,FN-AC-000.Aa,,FN,FN-AC,FN-AC-000.A,,Quantitative,Reporting currency,FN-AC-000.Aa,Reporting currency,US33612Y1064,379
23850,FN-AC-000.Ab,,FN,FN-AC,FN-AC-000.A,,Quantitative,Reporting currency,FN-AC-000.Ab,Reporting currency,US33612Y1064,478
23851,FN-AC-000.Ba,,FN,FN-AC,FN-AC-000.B,,Quantitative,Reporting currency,FN-AC-000.Ba,Reporting currency,US33612Y1064,748
23852,FN-AC-270a.1a,,FN,FN-AC,FN-AC-270a,FN-AC-270a.1,Quantitative,"Number, Percentage (%)",FN-AC-270a.1a,Reporting currency,US33612Y1064,716
23853,FN-AC-270a.1b,,FN,FN-AC,FN-AC-270a,FN-AC-270a.1,Quantitative,"Number, Percentage (%)",FN-AC-270a.1b,Percentage (%),US33612Y1064,0.52
23854,FN-AC-270a.1c,,FN,FN-AC,FN-AC-270a,FN-AC-270a.1,Quantitative,"Number, Percentage (%)",FN-AC-270a.1c,,US33612Y1064,TEXT
23855,FN-AC-270a.2a,,FN,FN-AC,FN-AC-270a,FN-AC-270a.2,Quantitative,Reporting currency,FN-AC-270a.2a,Reporting currency,US33612Y1064,833
23856,FN-AC-270a.2b,,FN,FN-AC,FN-AC-270a,FN-AC-270a.2,Quantitative,Reporting currency,FN-AC-270a.2b,,US33612Y1064,TEXT
23857,FN-AC-270a.3a,,FN,FN-AC,FN-AC-270a,FN-AC-270a.3,Discussion and Analysis,,FN-AC-270a.3a,,US33612Y1064,TEXT
23858,FN-AC-330a.1a,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1a,Percentage (%),US33612Y1064,0.42
23859,FN-AC-330a.1aa,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1aa,Percentage (%),US33612Y1064,0.58
23860,FN-AC-330a.1b,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1b,Percentage (%),US33612Y1064,0.85
23861,FN-AC-330a.1bb,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1bb,Percentage (%),US33612Y1064,0.01
23862,FN-AC-330a.1c,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1c,Percentage (%),US33612Y1064,0.85
23863,FN-AC-330a.1cc,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1cc,Percentage (%),US33612Y1064,0.89
23864,FN-AC-330a.1d,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1d,Percentage (%),US33612Y1064,0.73
23865,FN-AC-330a.1dd,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1dd,Percentage (%),US33612Y1064,0.21
23866,FN-AC-330a.1e,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1e,Percentage (%),US33612Y1064,0.56
23867,FN-AC-330a.1ee,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1ee,Percentage (%),US33612Y1064,0.58
23868,FN-AC-330a.1f,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1f,Percentage (%),US33612Y1064,0.85
23869,FN-AC-330a.1ff,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1ff,Percentage (%),US33612Y1064,0.25
23870,FN-AC-330a.1g,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1g,Percentage (%),US33612Y1064,0.6
23871,FN-AC-330a.1gg,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1gg,Percentage (%),US33612Y1064,0.82
23872,FN-AC-330a.1h,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1h,Percentage (%),US33612Y1064,0.42
23873,FN-AC-330a.1hh,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1hh,Percentage (%),US33612Y1064,0.95
23874,FN-AC-330a.1i,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1i,Percentage (%),US33612Y1064,0.98
23875,FN-AC-330a.1ii,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1ii,Percentage (%),US33612Y1064,0.83
23876,FN-AC-330a.1j,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1j,Percentage (%),US33612Y1064,0.99
23877,FN-AC-330a.1jj,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1jj,Percentage (%),US33612Y1064,0.96
23878,FN-AC-330a.1k,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1k,Percentage (%),US33612Y1064,0.02
23879,FN-AC-330a.1kk,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1kk,,US33612Y1064,TEXT
23880,FN-AC-330a.1l,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1l,Percentage (%),US33612Y1064,0.61
23881,FN-AC-330a.1m,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1m,Percentage (%),US33612Y1064,0.65
23882,FN-AC-330a.1n,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1n,Percentage (%),US33612Y1064,0.3
23883,FN-AC-330a.1o,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1o,Percentage (%),US33612Y1064,0.66
23884,FN-AC-330a.1p,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1p,Percentage (%),US33612Y1064,0.21
23885,FN-AC-330a.1q,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1q,Percentage (%),US33612Y1064,0.19
23886,FN-AC-330a.1r,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1r,Percentage (%),US33612Y1064,0.9
23887,FN-AC-330a.1s,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1s,Percentage (%),US33612Y1064,0.34
23888,FN-AC-330a.1t,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1t,Percentage (%),US33612Y1064,0.77
23889,FN-AC-330a.1u,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1u,Percentage (%),US33612Y1064,0.12
23890,FN-AC-330a.1v,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1v,Percentage (%),US33612Y1064,0.49
23891,FN-AC-330a.1w,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1w,Percentage (%),US33612Y1064,0.13
23892,FN-AC-330a.1x,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1x,Percentage (%),US33612Y1064,0.04
23893,FN-AC-330a.1y,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1y,Percentage (%),US33612Y1064,0.47
23894,FN-AC-330a.1z,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1z,Percentage (%),US33612Y1064,0.77
23895,FN-AC-410a.1a,,FN,FN-AC,FN-AC-410a,FN-AC-410a.1,Quantitative,Reporting currency,FN-AC-410a.1a,Percentage (%) in reporting currency,US33612Y1064,0.43
23896,FN-AC-410a.1b,,FN,FN-AC,FN-AC-410a,FN-AC-410a.1,Quantitative,Reporting currency,FN-AC-410a.1b,Percentage (%) in reporting currency,US33612Y1064,0.08
23897,FN-AC-410a.1c,,FN,FN-AC,FN-AC-410a,FN-AC-410a.1,Quantitative,Reporting currency,FN-AC-410a.1c,Percentage (%) in reporting currency,US33612Y1064,0.89
23898,FN-AC-410a.2a,,FN,FN-AC,FN-AC-410a,FN-AC-410a.2,Discussion and Analysis,,FN-AC-410a.2a,,US33612Y1064,TEXT
23899,FN-AC-410a.3a,,FN,FN-AC,FN-AC-410a,FN-AC-410a.3,Discussion and Analysis,,FN-AC-410a.3a,,US33612Y1064,TEXT
23900,FN-AC-510a.1a,,FN,FN-AC,FN-AC-510a,FN-AC-510a.1,Quantitative,Reporting currency,FN-AC-510a.1a,Reporting currency,US33612Y1064,213
23901,FN-AC-510a.1b,,FN,FN-AC,FN-AC-510a,FN-AC-510a.1,Quantitative,Reporting currency,FN-AC-510a.1b,,US33612Y1064,TEXT
23902,FN-AC-510a.2a,,FN,FN-AC,FN-AC-510a,FN-AC-510a.2,Discussion and Analysis,,FN-AC-510a.2a,,US33612Y1064,TEXT
23903,FN-AC-550a.1a,,FN,FN-AC,FN-AC-550a,FN-AC-550a.1,Quantitative,Percentage (%),FN-AC-550a.1a,Percentage (%),US33612Y1064,0.27
23904,FN-AC-550a.1b,,FN,FN-AC,FN-AC-550a,FN-AC-550a.1,Quantitative,Percentage (%),FN-AC-550a.1b,Percentage (%),US33612Y1064,0.93
23905,FN-AC-550a.1c,,FN,FN-AC,FN-AC-550a,FN-AC-550a.1,Quantitative,Percentage (%),FN-AC-550a.1c,Percentage (%),US33612Y1064,0.43
23906,FN-AC-550a.1d,,FN,FN-AC,FN-AC-550a,FN-AC-550a.1,Quantitative,Percentage (%),FN-AC-550a.1d,Percentage (%),US33612Y1064,0.11
23907,FN-AC-550a.2a,,FN,FN-AC,FN-AC-550a,FN-AC-550a.2,Discussion and Analysis,,FN-AC-550a.2a,,US33612Y1064,TEXT
23908,FN-AC-550a.3a,,FN,FN-AC,FN-AC-550a,FN-AC-550a.3,Quantitative,Reporting currency,FN-AC-550a.3a,Reporting currency,US33612Y1064,86
23909,FN-AC-550a.4a,,FN,FN-AC,FN-AC-550a,FN-AC-550a.4,Quantitative,Reporting currency,FN-AC-550a.4a,Reporting currency,US33612Y1064,880
28590,TR-AP-000.Aa,,TR,TR-AP,TR-AP-000.A,,Quantitative,Number,TR-AP-000.Aa,Number,TH0821010R17,322
28591,TR-AP-000.Ba,,TR,TR-AP,TR-AP-000.B,,Quantitative,Metric tons (t),TR-AP-000.Ba,Metric tons (t),TH0821010R17,159
28592,TR-AP-000.Ca,,TR,TR-AP,TR-AP-000.C,,Quantitative,Square meters (m²),TR-AP-000.Ca,Square meters (m²),TH0821010R17,421
28593,TR-AP-130a.1a,,TR,TR-AP,TR-AP-130a,TR-AP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-AP-130a.1a,Gigajoules (GJ),TH0821010R17,662
28594,TR-AP-130a.1b,,TR,TR-AP,TR-AP-130a,TR-AP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-AP-130a.1b,Percentage (%),TH0821010R17,0.68
28595,TR-AP-130a.1c,,TR,TR-AP,TR-AP-130a,TR-AP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-AP-130a.1c,Percentage (%),TH0821010R17,0.16
28596,TR-AP-150a.1a,,TR,TR-AP,TR-AP-150a,TR-AP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",TR-AP-150a.1a,Metric tons (t),TH0821010R17,800
28597,TR-AP-150a.1b,,TR,TR-AP,TR-AP-150a,TR-AP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",TR-AP-150a.1b,Percentage (%),TH0821010R17,0.7
28598,TR-AP-150a.1c,,TR,TR-AP,TR-AP-150a,TR-AP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",TR-AP-150a.1c,Percentage (%),TH0821010R17,0.01
28599,TR-AP-150a.1d,,TR,TR-AP,TR-AP-150a,TR-AP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",TR-AP-150a.1d,,TH0821010R17,TEXT
28600,TR-AP-250a.1a,,TR,TR-AP,TR-AP-250a,TR-AP-250a.1,Quantitative,Number,TR-AP-250a.1a,Number,TH0821010R17,582
28601,TR-AP-250a.1b,,TR,TR-AP,TR-AP-250a,TR-AP-250a.1,Quantitative,Number,TR-AP-250a.1b,Number,TH0821010R17,448
28602,TR-AP-250a.1c,,TR,TR-AP,TR-AP-250a,TR-AP-250a.1,Quantitative,Number,TR-AP-250a.1c,,TH0821010R17,TEXT
28603,TR-AP-410a.1a,,TR,TR-AP,TR-AP-410a,TR-AP-410a.1,Quantitative,Reporting currency,TR-AP-410a.1a,Reporting currency,TH0821010R17,406
28604,TR-AP-440a.1a,,TR,TR-AP,TR-AP-440a,TR-AP-440a.1,Discussion and Analysis,,TR-AP-440a.1a,,TH0821010R17,TEXT
28605,TR-AP-440b.1a,,TR,TR-AP,TR-AP-440b,TR-AP-440b.1,Quantitative,Percentage (%),TR-AP-440b.1a,Percentage (%),TH0821010R17,0.66
28606,TR-AP-440b.2a,,TR,TR-AP,TR-AP-440b,TR-AP-440b.2,Quantitative,Percentage (%),TR-AP-440b.2a,Percentage (%),TH0821010R17,0.25
28607,TR-AP-440b.2b,,TR,TR-AP,TR-AP-440b,TR-AP-440b.2,Quantitative,Percentage (%),TR-AP-440b.2b,,TH0821010R17,TEXT
28608,TR-AP-520a.1a,,TR,TR-AP,TR-AP-520a,TR-AP-520a.1,Quantitative,Reporting currency,TR-AP-520a.1a,Reporting currency,TH0821010R17,449
28609,TR-AP-520a.1b,,TR,TR-AP,TR-AP-520a,TR-AP-520a.1,Quantitative,Reporting currency,TR-AP-520a.1b,,TH0821010R17,TEXT
31487,TR-AU-000.Aa,,TR,TR-AU,TR-AU-000.A,,Quantitative,Number,TR-AU-000.Aa,Number,US90214L1061,265
31488,TR-AU-000.Ba,,TR,TR-AU,TR-AU-000.B,,Quantitative,Number,TR-AU-000.Ba,Number,US90214L1061,940
31489,TR-AU-250a.1a,,TR,TR-AU,TR-AU-250a,TR-AU-250a.1,Quantitative,Percentage (%),TR-AU-250a.1a,Percentage (%),US90214L1061,0.94
31490,TR-AU-250a.2a,,TR,TR-AU,TR-AU-250a,TR-AU-250a.2,Quantitative,"Number, Percentage (%)",TR-AU-250a.2a,Number,US90214L1061,108
31491,TR-AU-250a.2b,,TR,TR-AU,TR-AU-250a,TR-AU-250a.2,Quantitative,"Number, Percentage (%)",TR-AU-250a.2b,Percentage (%),US90214L1061,0.64
31492,TR-AU-250a.3a,,TR,TR-AU,TR-AU-250a,TR-AU-250a.3,Quantitative,Number,TR-AU-250a.3a,Number,US90214L1061,510
31493,TR-AU-250a.3b,,TR,TR-AU,TR-AU-250a,TR-AU-250a.3,Quantitative,Number,TR-AU-250a.3b,,US90214L1061,TEXT
31494,TR-AU-310a.1a,,TR,TR-AU,TR-AU-310a,TR-AU-310a.1,Quantitative,Percentage (%),TR-AU-310a.1a,Percentage (%),US90214L1061,0.43
31495,TR-AU-310a.2a,,TR,TR-AU,TR-AU-310a,TR-AU-310a.2,Quantitative,"Number, Days idle",TR-AU-310a.2a,Number,US90214L1061,767
